1,0,1.000000,3.900000,0.122698
1,365,1.000000,5.225000,0.083951
1,730,1.000000,6.000000,0.075323
1,1095,1.229951,6.475000,0.068706
1,1461,1.687750,6.850000,0.066656
1,1826,1.518394,7.175000,0.065515
1,2191,1.044857,7.490000,0.064768
1,2556,1.000000,7.825000,0.062852
1,2922,1.000000,8.150000,0.061976
1,3287,0.554372,8.475000,0.061174
1,3652,0.485452,8.800000,0.060176
1,4017,0.363712,9.125000,0.060430
1,4383,0.141051,9.450000,0.059002
1,4748,-0.275254,9.775000,0.058242
1,5113,-0.258150,10.100000,0.057690
1,5478,-0.418706,10.425000,0.057718
1,5844,-0.802796,10.725000,0.057111
1,6209,-3.230817,10.975000,0.063177
1,6939,-3.380912,11.150000,0.062446
1,7305,-3.491399,11.225000,0.062287
